Channel_Lung,Count_CD4CD8Cells,Count_Nuclei,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05UnmixColors,ExecutionTime_06ImageMath,ExecutionTime_07IdentifyPrimaryObjects,ExecutionTime_09IdentifyPrimaryObjects,ExecutionTime_10OverlayOutlines,ExecutionTime_11OverlayOutlines,ExecutionTime_13SaveImages,ExecutionTime_14SaveImages,ExecutionTime_15SaveImages,ExecutionTime_16SaveImages,FileName_CD4CD8Overlay,FileName_DABStainWithMinThreshold,FileName_HematoxylinStain,FileName_Lung,FileName_NucleiOverlay,Frame_Lung,Group_Index,Group_Length,Group_Number,Height_Lung,ImageNumber,ImageSet_ImageSet,MD5Digest_Lung,Mean_CD4CD8Cells_Location_Center_X,Mean_CD4CD8Cells_Location_Center_Y,Mean_CD4CD8Cells_Location_Center_Z,Mean_Nuclei_Location_Center_X,Mean_Nuclei_Location_Center_Y,Mean_Nuclei_Location_Center_Z,Median_CD4CD8Cells_Location_Center_X,Median_CD4CD8Cells_Location_Center_Y,Median_CD4CD8Cells_Location_Center_Z,Median_Nuclei_Location_Center_X,Median_Nuclei_Location_Center_Y,Median_Nuclei_Location_Center_Z,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05UnmixColors,ModuleError_06ImageMath,ModuleError_07IdentifyPrimaryObjects,ModuleError_09IdentifyPrimaryObjects,ModuleError_10OverlayOutlines,ModuleError_11OverlayOutlines,ModuleError_13SaveImages,ModuleError_14SaveImages,ModuleError_15SaveImages,ModuleError_16SaveImages,PathName_CD4CD8Overlay,PathName_DABStainWithMinThreshold,PathName_HematoxylinStain,PathName_Lung,PathName_NucleiOverlay,ProcessingStatus,Scaling_Lung,Series_Lung,StDev_CD4CD8Cells_Location_Center_X,StDev_CD4CD8Cells_Location_Center_Y,StDev_CD4CD8Cells_Location_Center_Z,StDev_Nuclei_Location_Center_X,StDev_Nuclei_Location_Center_Y,StDev_Nuclei_Location_Center_Z,Threshold_FinalThreshold_CD4CD8Cells,Threshold_FinalThreshold_Nuclei,Threshold_OrigThreshold_CD4CD8Cells,Threshold_OrigThreshold_Nuclei,Threshold_SumOfEntropies_CD4CD8Cells,Threshold_SumOfEntropies_Nuclei,Threshold_WeightedVariance_CD4CD8Cells,Threshold_WeightedVariance_Nuclei,URL_CD4CD8Overlay,URL_DABStainWithMinThreshold,URL_HematoxylinStain,URL_Lung,URL_NucleiOverlay,Width_Lung
-2,51.0,1239.0,0.0,0.0,2.359375,0.0,1.515625,0.015625,4.375,6.046875,0.15625,0.203125,3.90625,3.6875,0.1875,0.65625,BNT CD8 Image1_CD4CD8Overlay.png,BNT CD8 Image1_DABStainWithMinThreshold.png,BNT CD8 Image1_HematoxylinStain.png,BNT CD8 Image1.tif,BNT CD8 Image1_NucleiOverlay.png,0,1,15,1,1536,1,b'eLuyA/ApG01bA1lxGOqVZKaBi36Yw4FBA3IQZmUCYoBdbmeDKJKDUtOoVDOA3AC2GUSDgx7IgFZuOCoDmtRQCqBgLy5ITE4l1zRgACHXblCzbfSRBW0gdZ6ukY0+tPbTR/UNUACHr0Ep2w4A9DsLvg==',c6ed0c6de2a7fbb5546550c7d21976a4,1024.7815978360088,829.7978326005698,0.0,1013.2395972935436,804.6122656632004,0.0,1144.3643292682927,825.97197640118,0.0,1030.4024255788313,829.213802435724,0.0,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/BNT%20CD8/BNT%20CD8%20Image1.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,C:\Users\Brandon\Desktop\IHC of lung\W-O scale bar\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,Done,255,0,521.7671195419789,349.33843993837064,0.0,556.075242626119,433.5898098759654,0.0,0.14000767469406128,0.3613058924674988,0.14000767,0.3613059,-11.424427377347364,-9.862201000859805,0.1432941211993702,0.12436692532340922,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image1_CD4CD8Overlay.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image1_DABStainWithMinThreshold.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image1_HematoxylinStain.png,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/BNT%20CD8/BNT%20CD8%20Image1.tif,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image1_NucleiOverlay.png,2040
-2,42.0,972.0,0.0,0.0,4.15625,0.0,3.140625,0.03125,7.125,14.25,0.390625,0.359375,5.96875,4.828125,0.3125,0.890625,BNT CD8 Image2_CD4CD8Overlay.png,BNT CD8 Image2_DABStainWithMinThreshold.png,BNT CD8 Image2_HematoxylinStain.png,BNT CD8 Image2.tif,BNT CD8 Image2_NucleiOverlay.png,0,2,15,1,1536,2,b'eLuyA/ApG01bA1lxGOmVZKaBi36Yw4FBA3IQZmUCYoBdbmeDKJKDUtOoVDOA3AC2GUSDgx7IgFZuOCoDmtRQCqBgLy5ITE4l1zRgACHXblCzbfSRBW0gdZ6ukY0+tPbTR/UNUACHr0Ep2w4A9fMLvw==',a1b4ced1d1e1e3224c4773194705e950,748.4278372124137,602.375185447061,0.0,948.3244933689324,796.0680689386717,0.0,673.7736764261518,552.6176455142232,0.0,902.0141483516484,807.5744711127977,0.0,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/BNT%20CD8/BNT%20CD8%20Image2.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,C:\Users\Brandon\Desktop\IHC of lung\W-O scale bar\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,Done,255,0,519.3416574549894,371.7390028603325,0.0,571.5250233720491,425.40213029350633,0.0,0.13973309099674225,0.363783061504364,0.13973309,0.36378306,-11.39627650360136,-9.882096945078473,0.11932795902724025,0.10553072567533306,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image2_CD4CD8Overlay.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image2_DABStainWithMinThreshold.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image2_HematoxylinStain.png,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/BNT%20CD8/BNT%20CD8%20Image2.tif,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image2_NucleiOverlay.png,2040
-2,44.0,1008.0,0.0,0.0,3.96875,0.0,3.359375,0.03125,7.109375,14.078125,0.421875,0.375,6.296875,5.125,0.3125,0.765625,BNT CD8 Image3_CD4CD8Overlay.png,BNT CD8 Image3_DABStainWithMinThreshold.png,BNT CD8 Image3_HematoxylinStain.png,BNT CD8 Image3.tif,BNT CD8 Image3_NucleiOverlay.png,0,3,15,1,1536,3,b'eLuyA/ApG01bA1lxGOuVZKaBi36Yw4FBA3IQZmUCYoBdbmeDKJKDUtOoVDOA3AC2GUSDgx7IgFZuOCoDmtRQCqBgLy5ITE4l1zRgACHXblCzbfSRBW0gdZ6ukY0+tPbTR/UNUACHr0Ep2w4A96sLwA==',009ac083008fdce7bb7fd090a296cf8a,879.891726021047,805.371944028174,0.0,1031.4117583100438,791.8069380724896,0.0,813.9854651162791,779.3313386288517,0.0,1019.0895953315714,824.2080176121237,0.0,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/BNT%20CD8/BNT%20CD8%20Image3.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,C:\Users\Brandon\Desktop\IHC of lung\W-O scale bar\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,Done,255,0,541.6948274813851,384.24310728731126,0.0,597.7636839478471,428.6332677615572,0.0,0.14465829730033875,0.36712950468063354,0.1446583,0.3671295,-11.382513729240648,-9.713011312547144,0.17562793140304184,0.10080492227303825,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image3_CD4CD8Overlay.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image3_DABStainWithMinThreshold.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image3_HematoxylinStain.png,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/BNT%20CD8/BNT%20CD8%20Image3.tif,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image3_NucleiOverlay.png,2040
-2,50.0,1050.0,0.0,0.0,4.34375,0.015625,3.015625,0.03125,7.1875,14.265625,0.296875,0.4375,6.515625,5.296875,0.296875,0.703125,BNT CD8 Image4_CD4CD8Overlay.png,BNT CD8 Image4_DABStainWithMinThreshold.png,BNT CD8 Image4_HematoxylinStain.png,BNT CD8 Image4.tif,BNT CD8 Image4_NucleiOverlay.png,0,4,15,1,1536,4,b'eLuyA/ApG01bA1lxmOiVZKaBi36Yw4FBA3IQZmUCYoBdbmeDKJKDUtOoVDOA3AC2GUSDgx7IgFZuOCoDmtRQCqBgLy5ITE4l1zRgACHXblCzbfSRBW0gdZ6ukY0+tPbTR/UNUACHr0Ep2w4A+WMLwQ==',79464e19e571e854c181986cc734464f,1218.1964054066018,708.1750803222877,0.0,1084.1442922016436,727.7615584157891,0.0,1435.9874779045476,667.0337690209311,0.0,1150.9563665319654,694.2573380771407,0.0,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/BNT%20CD8/BNT%20CD8%20Image4.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,C:\Users\Brandon\Desktop\IHC of lung\W-O scale bar\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,Done,255,0,583.3691616656902,406.93031625385413,0.0,583.7248398146725,441.00141944655803,0.0,0.1486523151397705,0.37837904691696167,0.14865232,0.37837905,-11.338034053358825,-9.350447420164516,0.22166101554328968,0.1016192612698611,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image4_CD4CD8Overlay.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image4_DABStainWithMinThreshold.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image4_HematoxylinStain.png,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/BNT%20CD8/BNT%20CD8%20Image4.tif,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image4_NucleiOverlay.png,2040
-2,50.0,842.0,0.0,0.0,0.65625,0.0,0.875,0.015625,9.375,8.09375,0.265625,0.3125,8.9375,6.03125,0.421875,1.03125,BNT CD8 Image5_CD4CD8Overlay.png,BNT CD8 Image5_DABStainWithMinThreshold.png,BNT CD8 Image5_HematoxylinStain.png,BNT CD8 Image5.tif,BNT CD8 Image5_NucleiOverlay.png,0,5,15,1,1536,5,b'eLuyA/ApG01bA1lxmOqVZKaBi36Yw4FBA3IQZmUCYoBdbmeDKJKDUtOoVDOA3AC2GUSDgx7IgFZuOCoDmtRQCqBgLy5ITE4l1zRgACHXblCzbfSRBW0gdZ6ukY0+tPbTR/UNUACHr0Ep2w4A+xsLwg==',d49fcb71727346b2e6d12efb192740f7,951.2919777169383,707.8725169811494,0.0,1015.2301470290776,791.5699618107735,0.0,1026.7192565186751,614.7244781575077,0.0,1014.9862950794226,795.75283098369,0.0,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/BNT%20CD8/BNT%20CD8%20Image5.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,C:\Users\Brandon\Desktop\IHC of lung\W-O scale bar\BNT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\BNT CD8,Done,255,0,508.6379007072397,448.38581584245,0.0,573.7823630342132,431.62690517509833,0.0,0.14319013059139252,0.37650197744369507,0.14319013,0.37650198,-11.303822780389464,-9.667237147723952,0.11734154556431937,0.09658530638448819,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image5_CD4CD8Overlay.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image5_DABStainWithMinThreshold.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image5_HematoxylinStain.png,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/BNT%20CD8/BNT%20CD8%20Image5.tif,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/BNT%20CD8/BNT%20CD8%20Image5_NucleiOverlay.png,2040
-2,222.0,985.0,0.0,0.0,1.421875,0.0,1.59375,0.015625,5.8125,6.390625,0.203125,0.1875,4.171875,4.546875,0.328125,0.75,MIT CD8 Image1_CD4CD8Overlay.png,MIT CD8 Image1_DABStainWithMinThreshold.png,MIT CD8 Image1_HematoxylinStain.png,MIT CD8 Image1.tif,MIT CD8 Image1_NucleiOverlay.png,0,6,15,1,1536,6,b'eLuyA/ApG01bA5m2DPVKMtPART/M4cCgATkIszIBMcAut7NBFMlBqWlUqhlAbgDbDKLBQQ9kQCs3HJUBTWooBVCwFxckJqeSaxowgJBrN6jZNvrIgjaQOk/XyEYfWvvpo/oGKIDD16CUbQcACfwLyg==',90aaaa26165277c83e5a77985d723893,1157.5222482912807,827.7464260990236,0.0,1042.8118533278869,806.0744379037508,0.0,1244.8800016500288,922.9622700791343,0.0,1105.552,847.5294117647059,0.0,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/MIT%20CD8/MIT%20CD8%20Image1.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,C:\Users\Brandon\Desktop\IHC of lung\W-O scale bar\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,Done,255,0,494.7353633378924,434.92986943430367,0.0,538.618151511259,426.91554561338137,0.0,0.1572175770998001,0.36870577931404114,0.15721758,0.36870578,-11.445105508536134,-9.781407235294733,0.72021325890913,0.19112946821450724,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image1_CD4CD8Overlay.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image1_DABStainWithMinThreshold.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image1_HematoxylinStain.png,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/MIT%20CD8/MIT%20CD8%20Image1.tif,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image1_NucleiOverlay.png,2040
-2,343.0,1174.0,0.0,0.0,0.859375,0.0,1.25,0.03125,5.90625,6.25,0.1875,0.203125,3.21875,3.921875,0.4375,0.703125,MIT CD8 Image2_CD4CD8Overlay.png,MIT CD8 Image2_DABStainWithMinThreshold.png,MIT CD8 Image2_HematoxylinStain.png,MIT CD8 Image2.tif,MIT CD8 Image2_NucleiOverlay.png,0,7,15,1,1536,7,b'eLuyA/ApG01bA5m2jPRKMtPART/M4cCgATkIszIBMcAut7NBFMlBqWlUqhlAbgDbDKLBQQ9kQCs3HJUBTWooBVCwFxckJqeSaxowgJBrN6jZNvrIgjaQOk/XyEYfWvvpo/oGKIDD16CUbQcAC7QLyw==',11b8874632acb608cf1d02e566a9615f,1282.023346161927,769.78422622378,0.0,1181.3859166982497,774.3207750930394,0.0,1453.4482014388489,784.0687061183551,0.0,1309.6054677844952,786.947689996244,0.0,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/MIT%20CD8/MIT%20CD8%20Image2.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,C:\Users\Brandon\Desktop\IHC of lung\W-O scale bar\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,Done,255,0,546.0327498525662,451.8173582389177,0.0,572.1501052710613,435.09437184751073,0.0,0.15914471447467804,0.40278324484825134,0.15914471,0.40278324,-11.503487761694341,-9.59381962432748,1.18551835346406,0.23704082155957568,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image2_CD4CD8Overlay.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image2_DABStainWithMinThreshold.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image2_HematoxylinStain.png,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/MIT%20CD8/MIT%20CD8%20Image2.tif,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image2_NucleiOverlay.png,2040
-2,328.0,1188.0,0.0,0.0,0.984375,0.0,1.28125,0.015625,5.875,6.28125,0.203125,0.21875,4.0,4.5625,0.34375,0.859375,MIT CD8 Image3_CD4CD8Overlay.png,MIT CD8 Image3_DABStainWithMinThreshold.png,MIT CD8 Image3_HematoxylinStain.png,MIT CD8 Image3.tif,MIT CD8 Image3_NucleiOverlay.png,0,8,15,1,1536,8,b'eLuyA/ApG01bA5m2jPVKMtPART/M4cCgATkIszIBMcAut7NBFMlBqWlUqhlAbgDbDKLBQQ9kQCs3HJUBTWooBVCwFxckJqeSaxowgJBrN6jZNvrIgjaQOk/XyEYfWvvpo/oGKIDD16CUbQcADWwLzA==',d3b540ab83fcbc356eeea11368dbcc4d,909.7694752887919,855.1401931419491,0.0,1016.7927023536571,860.2459919059122,0.0,925.2143823453441,850.7817843224311,0.0,1077.9234571821742,894.6022062510447,0.0,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/MIT%20CD8/MIT%20CD8%20Image3.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,C:\Users\Brandon\Desktop\IHC of lung\W-O scale bar\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,Done,255,0,537.0633814626267,386.46411969869376,0.0,571.3329111804856,409.509811142371,0.0,0.15944088995456696,0.3848564624786377,0.15944089,0.38485646,-11.476940852370404,-9.79003478209664,1.079359577477951,0.2605040200427122,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image3_CD4CD8Overlay.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image3_DABStainWithMinThreshold.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image3_HematoxylinStain.png,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/MIT%20CD8/MIT%20CD8%20Image3.tif,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image3_NucleiOverlay.png,2040
-2,356.0,1356.0,0.0,0.0,1.125,0.0,1.296875,0.046875,6.078125,6.515625,0.203125,0.203125,3.921875,4.65625,0.328125,0.78125,MIT CD8 Image4_CD4CD8Overlay.png,MIT CD8 Image4_DABStainWithMinThreshold.png,MIT CD8 Image4_HematoxylinStain.png,MIT CD8 Image4.tif,MIT CD8 Image4_NucleiOverlay.png,0,9,15,1,1536,9,b'eLuyA/ApG01bA5m2TPRKMtPART/M4cCgATkIszIBMcAut7NBFMlBqWlUqhlAbgDbDKLBQQ9kQCs3HJUBTWooBVCwFxckJqeSaxowgJBrN6jZNvrIgjaQOk/XyEYfWvvpo/oGKIDD16CUbQcADyQLzQ==',fb53f8a8bf872125a1734b3a504952fa,1062.02281562364,693.157628907019,0.0,1027.1805612814758,720.5791159732555,0.0,1068.6840165222782,660.0903200624512,0.0,1045.1978062224175,695.0243148166551,0.0,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/MIT%20CD8/MIT%20CD8%20Image4.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,C:\Users\Brandon\Desktop\IHC of lung\W-O scale bar\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,Done,255,0,550.0927409735177,399.25235938628043,0.0,561.0210589411159,396.46257394808475,0.0,0.15691819787025452,0.3679105043411255,0.1569182,0.3679105,-11.536308254572118,-10.191825059383499,1.2111948859816632,0.37760719555153155,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image4_CD4CD8Overlay.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image4_DABStainWithMinThreshold.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image4_HematoxylinStain.png,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/MIT%20CD8/MIT%20CD8%20Image4.tif,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image4_NucleiOverlay.png,2040
-2,245.0,1030.0,0.0,0.0,1.21875,0.0,1.390625,0.015625,7.140625,8.765625,0.21875,0.203125,3.59375,3.671875,0.421875,0.828125,MIT CD8 Image5_CD4CD8Overlay.png,MIT CD8 Image5_DABStainWithMinThreshold.png,MIT CD8 Image5_HematoxylinStain.png,MIT CD8 Image5.tif,MIT CD8 Image5_NucleiOverlay.png,0,10,15,1,1536,10,b'eLuyA/ApG01bA5m2TPVKMtPART/M4cCgATkIszIBMcAut7NBFMlBqWlUqhlAbgDbDKLBQQ9kQCs3HJUBTWooBVCwFxckJqeSaxowgJBrN6jZNvrIgjaQOk/XyEYfWvvpo/oGKIDD16CUbQcAENwLzg==',4cdd0d1cd2987afb7a7ddd6689f8cb1e,1032.740209528057,800.5860765556429,0.0,1027.2684411265368,817.2746977726712,0.0,938.8831168831168,774.6410256410256,0.0,996.9141244532243,818.8877066443554,0.0,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/MIT%20CD8/MIT%20CD8%20Image5.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,C:\Users\Brandon\Desktop\IHC of lung\W-O scale bar\MIT CD8,c:\users\brandon\desktop\ihc of lung\analyze lung ihc - 091222\MIT CD8,Done,255,0,551.8161234431288,398.59903977462517,0.0,568.3883446868348,409.24966427364024,0.0,0.1530502438545227,0.4030643701553345,0.15305024,0.40306437,-11.481871203155752,-9.74760668599159,0.7878160291444111,0.17025679965799592,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image5_CD4CD8Overlay.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image5_DABStainWithMinThreshold.png,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image5_HematoxylinStain.png,file:///C:/Users/Brandon/Desktop/IHC%20of%20lung/W-O%20scale%20bar/MIT%20CD8/MIT%20CD8%20Image5.tif,file:///C:/users/brandon/desktop/ihc%20of%20lung/analyze%20lung%20ihc%20-%20091222/MIT%20CD8/MIT%20CD8%20Image5_NucleiOverlay.png,2040
